Dataset,RMSE,MAE,R2
Train,0.0019213703695358183,0.0009161973153312568,0.9140991261474843
Validation,0.001467772131989866,0.0011606429167614397,0.9249864985878903
Test,0.0022392613029696574,0.0013276311397099273,0.891181689570711
